City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
264,impfondo,1.6381,18.0667,296.68,94,91,0.54,CG,1691339771
265,hastings,50.8552,0.5729,293.37,64,86,6.15,GB,1691339771
266,mili,6.0815,171.735,301.11,78,51,3.88,MH,1691339772
267,lensk,60.7253,114.9278,290.79,93,100,1.45,RU,1691339772
268,minas de marcona,-15.2119,-75.1103,291.42,55,5,4.44,PE,1691339772
269,marco,25.9726,-81.729,308.18,60,20,3.65,US,1691339772
270,puerto rico,-26.796,-55.024,304.28,27,0,2.95,AR,1691339773
271,riachao das neves,-11.7461,-44.91,306.93,15,0,3.17,BR,1691339773
272,jinka,5.65,36.65,293.74,57,94,1.38,ET,1691339773
273,la crosse,43.8014,-91.2396,296.22,73,0,2.57,US,1691339695
274,kingscliff,-28.2667,153.5667,288.04,77,78,4.63,AU,1691339773
275,kwang binh,17.4833,106.6,301.38,68,100,3.51,VN,1691339774
276,cidreira,-30.1811,-50.2056,296.84,63,2,2.13,BR,1691339774
277,pecs,46.0833,18.2333,291.13,82,100,5.14,HU,1691339774
278,champerico,14.3,-91.9167,307.45,70,5,3.15,GT,1691339774
279,wynyard,-41.0,145.7167,280.28,81,7,2.25,AU,1691339774
280,inirida,3.8653,-67.9239,302.18,79,70,0.76,CO,1691339775
281,port saint john's,-31.6229,29.5448,293.56,54,0,1.93,ZA,1691339775
282,rabigh,22.7986,39.0349,306.81,33,3,3.6,SA,1691339775
283,maysville,38.6412,-83.7444,301.2,73,100,4.63,US,1691339775
284,constitucion,-35.3333,-72.4167,288.22,65,13,2.11,CL,1691339775
285,portland,45.5234,-122.6762,294.11,85,100,1.54,US,1691339743
286,hassi messaoud,31.6804,6.0729,311.07,15,0,3.6,DZ,1691339776
287,puerto aysen,-45.4,-72.7,279.89,93,82,1.67,CL,1691339776
288,tucupita,9.0622,-62.051,309.96,36,14,2.55,VE,1691339518
289,kitgum,3.2783,32.8867,296.02,73,95,1.14,UG,1691339776
290,kudahuvadhoo,2.6708,72.8944,301.78,75,100,4.72,MV,1691339777
291,stephenville,32.2207,-98.2023,309.69,34,0,5.14,US,1691339777
292,baiona,43.4833,-1.4833,296.18,60,20,4.63,FR,1691339777
293,klyuchi,52.2667,79.1667,291.47,80,48,2.02,RU,1691339735
294,siwa oasis,29.2041,25.5195,312.79,14,0,3.27,EG,1691339777
295,touba,8.2833,-7.6833,298.38,89,79,2.23,CI,1691339641
296,kone,-21.0595,164.8658,289.1,91,54,2.65,NC,1691339778
297,verkhnevilyuysk,63.4453,120.3167,286.55,67,91,2.21,RU,1691339778
298,san patricio,28.017,-97.5169,308.75,42,18,5.69,US,1691339778
299,coyhaique,-45.5752,-72.0662,280.12,61,40,2.57,CL,1691339778
300,douz,33.4663,9.0203,308.72,22,0,3.18,TN,1691339778
301,olonkinbyen,70.9221,-8.7187,276.73,91,100,11.47,SJ,1691339778
302,kapsan-up,41.0903,128.2933,291.97,98,100,1.64,KP,1691339778
303,kuloy,61.0305,42.4925,293.78,69,74,0.61,RU,1691339595
304,zhezqazghan,47.7833,67.7667,299.6,38,35,4.67,KZ,1691339779
305,ganye,8.4333,12.0667,295.04,97,100,1.82,NG,1691339779
306,guaratuba,-25.8828,-48.5747,299.29,69,1,3.64,BR,1691339779
307,virginia,37.5481,-77.4467,305.01,73,20,4.12,US,1691339719
308,bochum,51.4833,7.2167,288.91,87,100,3.58,DE,1691339779
309,corfu,39.62,19.9197,301.03,51,20,3.09,GR,1691339780
310,n'djamena,12.1067,15.0444,305.13,55,40,3.6,TD,1691339780
311,hithadhoo,-0.6,73.0833,301.22,75,95,2.46,MV,1691339780
312,pilar,-9.5972,-35.9567,300.11,70,64,4.62,BR,1691339773
313,pryluky,50.5932,32.3876,306.28,29,2,9.58,UA,1691339781
314,yerofey pavlovich,53.9667,121.9667,287.7,64,99,1.85,RU,1691339781
315,mapastepec,15.4333,-92.9,306.28,56,7,2.8,MX,1691339782
316,kapa'a,22.0752,-159.319,299.33,84,40,5.14,US,1691339600
317,tocopilla,-22.092,-70.1979,293.49,66,8,5.74,CL,1691339782
318,balykchy,42.4557,76.1861,294.27,64,88,2.74,KG,1691339782
319,zemio,5.0314,25.1361,297.24,79,77,2.1,CF,1691339783
320,kirensk,57.7853,108.1119,286.11,98,25,1.13,RU,1691339597
321,farasan,16.7022,42.1183,304.16,79,21,3.69,SA,1691339783
322,dunedin,-45.8742,170.5036,281.93,76,79,1.79,NZ,1691339624
323,las varillas,-31.8721,-62.7195,296.66,48,0,4.03,AR,1691339784
324,cunit,41.1983,1.6365,300.76,60,39,2.68,ES,1691339784
325,praia da vitoria,38.7333,-27.0667,297.29,83,40,3.71,PT,1691339784
326,doka,13.5167,35.7667,300.27,62,66,2.99,SD,1691339784
327,porto novo,6.4965,2.6036,300.05,79,95,5.23,BJ,1691339785
328,vorgashor,67.5833,63.95,292.84,82,28,2.92,RU,1691339742
329,coahuayana de hidalgo,18.7,-103.6583,303.05,69,100,0.4,MX,1691339785
330,hawkesbury,45.6001,-74.616,298.18,42,3,2.84,CA,1691339785
331,anchorage,61.2181,-149.9003,289.74,86,75,2.06,US,1691339523
332,kimbe,-5.5502,150.1429,296.74,77,88,4.31,PG,1691339786
